ZONE_TYPE,ZONE_CLASS,EDIT_STATU,EDIT_DATE,PD_PREFIX,PD_NUM,ORDINANCE_,ORDINANCE1
4,RT-4,ACTIVE,02/06/06,,0,14961,10/06/05
2,C1-2,ACTIVE,,,0,,
1,B2-2,ACTIVE,02/06/06,,0,14957,10/06/05
5,PD 989,ACTIVE,02/06/06,R,989,15072,10/06/05
4,RM-5.5,ACTIVE,02/06/06,,0,14991,10/06/05
1,B3-5,ACTIVE,02/06/06,,0,A5826,10/06/05
2,C2-2,ACTIVE,02/06/06,,0,14844,10/06/05
1,B3-1,ACTIVE,,,0,,
5,PD 992,ACTIVE,09/19/06,R,992,15116,07/27/05
4,RS-2,ACTIVE,03/13/06,,0,A5808,01/11/06
1,B3-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/20/06,,0,A5865,02/08/06
2,C2-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C1-1,ACTIVE,05/08/07,,0,15854,11/01/06
1,B2-3,ACTIVE,05/14/07,,0,15806,12/13/06
1,B2-3,ACTIVE,05/14/07,,0,15822,12/13/06
1,B2-2,ACTIVE,05/07/07,,0,15836,12/13/06
6,PMD 12,ACTIVE,04/14/05,,0,MA-76,03/09/05
4,RM-5,ACTIVE,07/17/07,,0,16009,02/07/07
4,RT-4,ACTIVE,,,0,,
1,B2-2,ACTIVE,07/19/07,,0,16085,05/23/07
2,C1-1,ACTIVE,,,0,,
3,M2-3,ACTIVE,,,0,,
5,PD 1043,ACTIVE,03/16/07,RB,1043,15769,12/13/06
1,B3-2,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
2,C2-2,ACTIVE,,,0,,
5,PD 1024,ACTIVE,03/30/07,R,1024,14414,07/26/06
1,B1-1,ACTIVE,,,0,,
5,PD 1048,ACTIVE,05/11/07,RB,1048,15855,02/07/07
4,RM-5,ACTIVE,03/28/07,,0,A7009,12/13/06
4,RM-5.5,ACTIVE,03/28/07,,0,A7012,12/13/06
4,RM-5,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,04/18/06,,0,,
1,B3-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
1,B1-2,ACTIVE,04/05/06,,0,,
4,RT-3.5,ACTIVE,02/23/06,,0,,
2,C1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
1,B1-3,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,01/09/03,,0,,
2,C2-1,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
4,RM-5,ACTIVE,02/23/06,,0,,
2,C1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
3,M1-1,ACTIVE,03/17/03,,0,,
1,B3-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,10/12/06,,0,,
3,M1-2,ACTIVE,,,0,,
2,C1-2,ACTIVE,01/17/03,,0,13589,
1,B3-1,ACTIVE,02/23/06,,0,,
2,C1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,02/23/06,,0,,
5,PD 960,ACTIVE,02/06/06,W,960,15335,
4,RT-4,ACTIVE,02/06/06,,0,,
4,RM-5,ACTIVE,05/30/03,,0,A4831,03/27/02
4,RT-3.5,ACTIVE,04/13/06,,0,A5843,02/08/06
1,B2-3,ACTIVE,09/21/06,,0,15362,07/26/06
4,RS-3,ACTIVE,06/30/06,,0,15364,03/01/06
5,PD 1014,ACTIVE,09/21/06,WCM,1014,15384,03/29/06
5,PD 1002,ACTIVE,02/08/06,R,1002,15029,11/30/05
4,RT-4,ACTIVE,06/04/07,,0,15216,11/30/05
5,PD 997,ACTIVE,02/08/06,CAP,997,14802,11/01/05
1,B2-2,ACTIVE,02/08/06,,0,14973,11/01/05
5,PD 691,ACTIVE,,R,691,13827,12/04/02
4,RT-4,ACTIVE,02/08/06,,0,15181,11/01/05
1,B3-3,ACTIVE,02/08/06,,0,15176,11/01/05
1,B3-2,ACTIVE,02/08/06,,0,15058,11/01/05
2,C2-1,ACTIVE,02/08/06,,0,14914,11/01/05
4,RT-3.5,ACTIVE,02/08/06,,0,15059,10/06/05
1,B2-2,ACTIVE,07/07/06,,0,15365,03/29/06
4,RM-5,ACTIVE,06/30/06,,0,15366,03/01/06
4,RM-5,ACTIVE,09/26/06,,0,15367,06/28/06
4,RT-4,ACTIVE,06/30/06,,0,15369,03/01/06
4,RM-4.5,ACTIVE,06/30/06,,0,15370,03/01/06
1,B3-2,ACTIVE,04/14/06,,0,,
1,B3-1,ACTIVE,04/05/06,,0,,
5,PD 1040,ACTIVE,03/09/07,R,1040,15402,12/13/06
4,RM-6,ACTIVE,04/13/06,,0,,
1,B2-3,ACTIVE,09/21/06,,0,15825,03/29/06
2,C1-1,ACTIVE,07/07/06,,0,15405,03/29/06
4,RS-3,ACTIVE,03/24/06,,0,,
2,C2-1,ACTIVE,09/21/06,,0,15959,03/29/06
1,B3-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,09/21/06,,0,15436,07/26/06
4,RT-3.5,ACTIVE,09/21/06,,0,15449,03/29/06
1,B3-3,ACTIVE,09/21/06,,0,15425,03/29/06
4,RT-4,ACTIVE,10/18/04,,0,A5449,09/01/04
4,RT-4,ACTIVE,02/23/06,,0,,
1,B1-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B2-2,ACTIVE,07/07/06,,0,15375,03/29/06
1,B3-3,ACTIVE,09/21/06,,0,15376,06/28/06
4,RM-4.5,ACTIVE,07/07/06,,0,15377,03/29/06
1,B2-3,ACTIVE,06/30/06,,0,15378,03/01/06
4,RM-6,ACTIVE,,,0,,
4,RT-4,ACTIVE,05/08/07,,0,,
1,B3-3,ACTIVE,06/30/06,,0,15382,03/01/06
4,RT-4,ACTIVE,06/30/06,,0,15383,03/01/06
4,RT-4,ACTIVE,09/21/06,,0,15385,03/01/06
2,C1-3,ACTIVE,09/21/06,,0,15749,03/08/06
1,B2-3,ACTIVE,03/09/07,,0,15387,04/26/06
1,B2-5,ACTIVE,06/30/06,,0,15389,03/01/06
2,C1-1,ACTIVE,06/30/06,,0,15392,03/01/06
4,RM-4.5,ACTIVE,07/19/06,,0,15393,05/24/06
2,C1-1.5,ACTIVE,06/30/06,,0,15395,03/01/06
4,RM-5,ACTIVE,03/16/07,,0,15008,11/01/05
4,RM-5,ACTIVE,04/13/06,,0,A5847,02/08/06
4,RS-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,06/20/06,,0,A5873,02/08/06
4,RT-3.5,ACTIVE,06/20/06,,0,A5875,02/08/06
1,B3-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/17/05,,0,,
3,M1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
3,M2-3,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
7,DX-16,ACTIVE,02/23/04,,0,A5289,12/17/03
4,RS-3,ACTIVE,09/21/06,,0,15448,03/29/06
3,M2-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,07/19/06,,0,15974,04/26/06
4,RS-3,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,09/21/06,,0,,
5,PD 841,ACTIVE,06/07/07,RB,841,15605,04/11/07
4,RM-5,ACTIVE,02/09/07,,0,15628,12/13/06
1,B2-2,ACTIVE,10/03/06,,0,15629,06/28/06
1,B3-3,ACTIVE,10/03/06,,0,15632,06/28/06
1,B3-3,ACTIVE,08/07/06,,0,15633,06/28/06
4,RM-6,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B2-3,ACTIVE,03/16/07,,0,14753,12/13/06
5,PD 993,ACTIVE,03/16/07,RB,993,14456,11/01/05
4,RS-3,ACTIVE,03/16/07,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B2-3,ACTIVE,02/08/07,,0,15410,11/01/06
1,B3-2,ACTIVE,,,0,,
1,B2-2,ACTIVE,07/07/06,,0,15412,03/29/06
1,B2-3,ACTIVE,10/11/06,,0,15625,06/28/06
4,RT-4,ACTIVE,07/07/06,,0,15414,03/29/06
5,PD 976,ACTIVE,07/07/06,R,976,15419,03/29/06
1,B2-3,ACTIVE,10/10/06,,0,15420,06/28/06
4,RM-4.5,ACTIVE,07/07/06,,0,15421,03/29/06
4,RT-4,ACTIVE,07/07/06,,0,15423,03/29/06
4,RT-4,ACTIVE,09/21/06,,0,15437,07/26/06
1,B3-3,ACTIVE,02/02/07,,0,15932,05/24/06
2,C1-2,ACTIVE,07/10/06,,0,15453,04/26/06
1,B1-3,ACTIVE,,,0,,
2,C1-2,ACTIVE,06/21/07,,0,16107,05/09/07
4,RT-4,ACTIVE,09/21/06,,0,15455,06/28/06
4,RS-3,ACTIVE,07/19/06,,0,15457,04/26/06
4,RS-3,ACTIVE,02/08/07,,0,15458,06/28/06
2,C1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
2,C1-3,ACTIVE,02/09/07,,0,15460,10/04/06
4,RT-4,ACTIVE,07/10/06,,0,15464,04/26/06
4,RM-5,ACTIVE,07/10/06,,0,15478,04/26/06
2,C2-1,ACTIVE,10/11/06,,0,15479,09/13/06
1,B2-2,ACTIVE,07/10/06,,0,15480,04/26/06
3,M1-1,ACTIVE,06/30/06,,0,A5925,03/01/06
3,M1-1,ACTIVE,08/04/06,,0,A5915,05/24/06
2,C2-5,ACTIVE,07/10/06,,0,A5904,04/26/06
2,C1-2,ACTIVE,,,0,,
4,RM-6,ACTIVE,04/13/06,,0,A4611,10/31/01
4,RM-5,ACTIVE,06/25/04,,0,,
4,RS-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,07/10/06,,0,15465,04/26/06
1,B3-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,09/21/06,,0,15467,05/24/06
1,B1-2,ACTIVE,07/10/06,,0,15468,04/26/06
1,B1-2,ACTIVE,09/13/07,,0,16227,07/19/07
1,B3-2,ACTIVE,12/11/03,,0,,
6,PMD 6,ACTIVE,07/02/04,,0,,02/11/04
4,RT-3.5,ACTIVE,09/13/07,,0,16221,07/19/07
4,RM-4.5,ACTIVE,06/15/07,,0,15896,05/09/07
1,B1-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,07/19/06,,0,15470,04/26/06
1,B3-5,ACTIVE,,,0,,
4,RM-5,ACTIVE,12/16/04,,0,14556,10/28/04
5,PD 657,ACTIVE,,I,657,,
4,RT-4,ACTIVE,12/21/04,,0,14618,11/03/04
3,M1-1,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/09/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/10/05,,0,,
1,B1-3,ACTIVE,,,0,,
4,RM-5,ACTIVE,06/13/03,,0,A5039,04/09/03
4,RT-4,ACTIVE,,,0,,
2,C3-2,ACTIVE,01/19/05,,0,MA-75,12/16/04
1,B1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B1-5,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C1-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,06/01/05,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
1,B3-3,ACTIVE,05/24/07,,0,16034,03/14/07
3,M2-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B2-3,ACTIVE,08/04/06,,0,15471,06/28/06
5,PD 107,ACTIVE,08/04/06,I,107,15481,05/24/06
5,PD 1044,ACTIVE,07/11/07,RB,1044,15356,
1,B3-1,ACTIVE,07/28/10,,0,A7615,06/30/10
4,RS-3,ACTIVE,06/08/07,,0,A5876,12/13/06
3,M2-3,ACTIVE,01/23/03,,0,A4897,
5,PD 810,ACTIVE,11/07/06,RB,810,15473,06/28/06
2,C2-2,ACTIVE,,,0,,
4,RM-4.5,ACTIVE,11/13/06,,0,15475,11/01/06
1,B3-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
7,DX-12,ACTIVE,06/10/03,,0,,
1,B3-1,ACTIVE,11/13/06,,0,A6029,11/01/06
1,B1-1,ACTIVE,09/21/06,,0,,
4,RS-3,ACTIVE,,,0,,
2,C2-2,ACTIVE,01/12/05,,0,A5499,12/16/04
9,DR-3,ACTIVE,09/21/06,,0,,
1,B3-2,ACTIVE,09/21/06,,0,,
1,B1-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,07/10/06,,0,A5918,05/24/06
2,C3-2,ACTIVE,08/30/04,,0,,02/11/04
4,RM-4.5,ACTIVE,07/19/06,,0,A5922,05/24/06
4,RS-1,ACTIVE,09/21/06,,0,A5932,05/24/06
1,B2-2,ACTIVE,07/10/06,,0,A5946,05/24/06
4,RS-3,ACTIVE,06/30/06,,0,A5871,03/29/06
1,B3-2,ACTIVE,,,0,,
1,B2-3,ACTIVE,07/19/06,,0,15487,04/26/06
4,RS-3,ACTIVE,10/11/06,,0,15496,09/13/06
1,B2-3,ACTIVE,08/04/06,,0,15497,06/28/06
4,RT-4,ACTIVE,08/04/06,,0,15498,06/28/06
4,RT-4,ACTIVE,08/04/06,,0,15500,06/28/06
4,RS-3,ACTIVE,09/21/06,,0,15501,07/26/06
4,RT-4,ACTIVE,09/21/06,,0,15502,07/26/06
4,RT-4,ACTIVE,08/04/06,,0,15506,06/28/06
1,B2-3,ACTIVE,08/04/06,,0,15507,06/28/06
1,B1-2,ACTIVE,,,0,,
5,PD 967,ACTIVE,09/21/06,RB,967,16192,07/26/06
1,B1-3,ACTIVE,09/21/06,,0,15512,06/28/06
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,02/09/07,,0,15563,10/04/06
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,09/21/06,,0,15585,06/28/06
4,RS-3,ACTIVE,09/26/06,,0,15598,06/28/06
4,RT-4,ACTIVE,09/21/06,,0,15599,06/28/06
1,B2-1,ACTIVE,10/03/06,,0,15601,06/28/06
1,B2-3,ACTIVE,10/11/06,,0,15606,06/28/06
1,B1-3,ACTIVE,,,0,,
1,B2-2,ACTIVE,09/21/06,,0,15607,07/26/06
4,RM-5.5,ACTIVE,02/26/07,,0,A6064,10/04/06
1,B3-2,ACTIVE,10/11/06,,0,15612,06/28/06
4,RT-4,ACTIVE,10/11/06,,0,15613,06/28/06
1,B2-3,ACTIVE,02/08/07,,0,15616,09/13/06
4,RT-4,ACTIVE,09/21/06,,0,15617,06/28/06
5,PD 1064,ACTIVE,06/29/07,R,1064,15619,05/09/07
1,B3-3,ACTIVE,11/01/06,,0,15624,06/28/06
1,B2-3,ACTIVE,03/19/07,,0,15626,12/13/06
7,DX-7,ACTIVE,09/21/06,,0,15641,06/28/06
5,PD 1039,ACTIVE,02/09/07,R,1039,15642,11/15/06
4,RT-3.5,ACTIVE,08/07/06,,0,15643,06/28/06
3,M1-1,ACTIVE,07/28/10,,0,A7618,06/30/10
4,RT-4,ACTIVE,10/03/06,,0,15645,06/28/06
1,B2-3,ACTIVE,06/27/06,,0,14875,02/08/06
5,PD 1008,ACTIVE,06/27/06,R,1008,15074,02/08/06
5,PD 1007,ACTIVE,06/27/06,B,1007,15227,02/08/06
4,RT-4,ACTIVE,,,0,,
1,B2-3,ACTIVE,05/14/07,,0,,
1,B1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-2,ACTIVE,05/14/07,,0,15956,01/11/07
1,B1-1,ACTIVE,05/14/07,,0,A6018,01/11/07
4,RT-4,ACTIVE,09/21/06,,0,,
4,RS-3,ACTIVE,,,0,,
1,B1-1,ACTIVE,02/09/07,,0,,
1,B1-3,ACTIVE,07/07/06,,0,15442,03/29/06
2,C1-3,ACTIVE,07/07/06,,0,15441,03/29/06
4,RS-3,ACTIVE,07/07/06,,0,A5909,03/29/06
4,RS-1,ACTIVE,07/07/06,,0,A5905,03/29/06
4,RS-3,ACTIVE,07/07/06,,0,A5902,03/29/06
4,RS-3,ACTIVE,07/07/06,,0,A5908,03/29/06
4,RS-3,ACTIVE,07/06/06,,0,A5910,03/29/06
4,RS-3,ACTIVE,09/19/06,,0,A5896,03/29/06
3,M1-1,ACTIVE,03/23/07,,0,A5882,03/29/06
4,RM-5,ACTIVE,05/14/07,,0,,
3,M1-2,ACTIVE,06/30/06,,0,A5885,03/29/06
1,B2-3,ACTIVE,09/21/06,,0,15518,06/28/06
4,RS-3,ACTIVE,06/04/03,,0,13835,01/16/03
4,RT-4,ACTIVE,09/21/06,,0,,
3,M1-1,ACTIVE,06/30/06,,0,A5849,03/29/06
2,C1-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,09/21/06,,0,15524,06/28/06
4,RM-5,ACTIVE,09/21/06,,0,15525,06/28/06
3,M1-1,ACTIVE,10/12/06,,0,A6017,09/13/06
4,RS-3,ACTIVE,10/03/06,,0,15528,06/28/06
4,RS-3,ACTIVE,,,0,,
5,PD 1029,ACTIVE,10/13/06,RB,1029,15577,09/13/06
4,RT-4,ACTIVE,10/10/06,,0,15578,06/28/06
4,RS-3,ACTIVE,10/13/06,,0,15580,09/13/06
4,RS-3,ACTIVE,10/03/06,,0,15581,06/28/06
1,B2-3,ACTIVE,07/06/06,,0,,06/08/05
1,B2-3,ACTIVE,02/09/07,,0,15651,06/28/06
1,B2-2,ACTIVE,01/27/06,,0,A5745,09/14/05
3,M1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
5,PD 912,ACTIVE,09/21/06,B,912,14053,05/26/04
1,B1-2,ACTIVE,09/21/06,,0,,
4,RT-3.5,ACTIVE,08/04/06,,0,A5941,05/24/06
1,B3-2,ACTIVE,07/19/06,,0,A5937,05/24/06
4,RM-5.5,ACTIVE,02/09/07,,0,15493,10/04/06
4,RM-5.5,ACTIVE,07/07/06,,0,15451,03/29/06
4,RM-5,ACTIVE,07/10/06,,0,15489,04/26/06
4,RM-5,ACTIVE,07/10/06,,0,15490,04/26/06
1,B3-2,ACTIVE,07/10/06,,0,15491,04/26/06
5,PD 1032,ACTIVE,02/09/07,RB,1032,15513,10/04/06
2,C1-1,ACTIVE,08/04/06,,0,15514,06/28/06
5,PD 523,ACTIVE,05/17/07,RB,523,15515,12/13/06
1,B3-1,ACTIVE,09/21/06,,0,15516,06/28/06
5,PD 982,ACTIVE,09/21/06,RB,982,15532,05/24/06
1,B2-3,ACTIVE,08/04/06,,0,15533,06/28/06
5,PD 915,ACTIVE,09/21/06,RB,915,15534,07/26/06
1,B2-2,ACTIVE,08/04/06,,0,15536,06/28/06
4,RT-4,ACTIVE,10/10/06,,0,15537,06/28/06
4,RT-4,ACTIVE,08/04/06,,0,15538,06/28/06
4,RM-4.5,ACTIVE,08/04/06,,0,15541,06/28/06
1,B3-3,ACTIVE,04/14/10,,0,A7589,03/10/10
1,B2-3,ACTIVE,08/04/06,,0,15543,06/28/06
1,B1-3,ACTIVE,,,0,,
1,B2-3,ACTIVE,05/04/06,,0,14852,05/11/05
1,B2-2,ACTIVE,08/04/06,,0,15483,06/28/06
1,B2-3,ACTIVE,07/19/06,,0,15485,04/26/06
2,C1-1,ACTIVE,,,0,,
4,RM-4.5,ACTIVE,09/21/06,,0,15547,06/28/06
4,RS-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B1-1,ACTIVE,04/14/10,,0,A7559,03/10/10
4,RT-4,ACTIVE,04/24/12,,0,17369,03/14/12
1,B1-3,ACTIVE,,,0,,
1,B1-3,ACTIVE,11/21/11,,0,,
1,B3-3,ACTIVE,04/24/12,,0,17380,03/14/12
1,B1-1,ACTIVE,,,0,,
1,B2-2,ACTIVE,08/31/11,,0,17276,07/28/11
4,RM-5,ACTIVE,06/08/11,,0,,
4,RM-5.5,ACTIVE,08/31/11,,0,17282,
2,C1-1,ACTIVE,01/15/09,,0,,
1,B2-3,ACTIVE,04/24/12,,0,17396,03/14/12
1,B3-2,ACTIVE,11/08/12,,0,A7854,10/31/12
4,RS-3,ACTIVE,10/29/10,,0,,
1,B2-3,ACTIVE,04/24/12,,0,17398,03/14/12
4,RM-5,ACTIVE,08/31/11,,0,A7716,07/28/11
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,11/08/04,,0,14117,11/19/03
4,RT-4,ACTIVE,08/31/11,,0,A7694,07/28/11
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,08/31/11,,0,17278,07/28/11
3,M1-2,ACTIVE,,,0,,
2,C1-3,ACTIVE,08/31/11,,0,17245,07/28/11
2,C2-1,ACTIVE,04/24/12,,0,17288,03/14/12
4,RT-4,ACTIVE,11/08/12,,0,A7853,10/31/12
4,RS-2,ACTIVE,06/18/07,,0,,
4,RS-3,ACTIVE,,,0,,
4,RS-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,10/20/08,,0,,
12,POS-1,ACTIVE,11/08/12,,0,A7848,10/31/12
4,RM-5,ACTIVE,04/24/12,,0,17405,03/14/12
4,RM-6.5,ACTIVE,04/24/12,,0,17406,03/14/12
11,T,ACTIVE,11/08/12,,0,A7843,10/31/12
4,RM-5,ACTIVE,03/24/10,,0,,
1,B3-3,ACTIVE,04/24/12,,0,17407,03/14/12
1,B3-1,ACTIVE,11/08/12,,0,,
1,B1-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,11/08/12,,0,A7847,10/31/12
5,PD 1129,ACTIVE,12/08/08,I,1129,A7425,11/05/08
4,RT-4,ACTIVE,04/24/12,,0,17409,03/14/12
12,POS-1,ACTIVE,12/03/08,,0,,
5,PD 850,ACTIVE,11/30/11,R,850,17187,10/05/11
4,RT-3.5,ACTIVE,11/08/12,,0,A7846,10/03/12
3,M2-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,04/24/12,,0,17411,03/14/12
4,RS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,04/24/12,,0,17412,03/14/12
4,RS-3,ACTIVE,11/10/04,,0,14178,09/15/04
4,RT-4,ACTIVE,04/24/12,,0,17414,03/14/12
1,B3-2,ACTIVE,03/17/03,,0,,
3,M1-2,ACTIVE,12/29/08,,0,,
1,B1-2,ACTIVE,11/08/12,,0,A7840,10/03/12
5,PD 3,ACTIVE,01/27/12,,3,17318,12/14/11
5,PD 528,ACTIVE,,I,528,,
4,RS-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,11/08/12,,0,17566,10/31/12
3,M2-2,ACTIVE,03/21/12,,0,,
4,RS-3,ACTIVE,,,0,,
3,M2-3,ACTIVE,04/24/12,,0,17402,03/14/12
1,B2-5,ACTIVE,11/08/12,,0,17564,10/31/12
1,B3-1,ACTIVE,,,0,,
2,C2-2,ACTIVE,,,0,,
1,B2-3,ACTIVE,06/27/12,,0,A7819,06/06/12
1,B2-2,ACTIVE,11/08/12,,0,17529,10/03/12
4,RM-5,ACTIVE,06/27/12,,0,A7817,06/06/12
5,PD 697,ACTIVE,06/27/12,I,697,A7806,06/06/12
2,C1-1,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,06/27/12,,0,A7811,06/06/12
1,B2-2,ACTIVE,11/08/12,,0,17545,10/03/12
1,B1-1,ACTIVE,07/17/08,,0,,
4,RM-4.5,ACTIVE,06/27/12,,0,17481,06/06/12
4,RS-3,ACTIVE,11/14/11,,0,A7744,11/02/11
2,C1-2,ACTIVE,06/27/12,,0,17480,06/06/12
1,B2-2,ACTIVE,11/08/12,,0,17547,10/03/12
4,RT-4,ACTIVE,07/27/07,,0,,
1,B3-3,ACTIVE,06/27/12,,0,17479,06/06/12
1,B1-3,ACTIVE,01/06/09,,0,,
4,RS-3,ACTIVE,10/26/10,,0,,
1,B1-1,ACTIVE,11/08/12,,0,17551,10/03/12
1,B3-1,ACTIVE,06/27/12,,0,17475,06/06/12
1,B1-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,06/27/12,,0,17474,06/06/12
1,B1-2,ACTIVE,,,0,,
1,B1-3,ACTIVE,06/27/12,,0,17471,06/06/12
4,RT-4,ACTIVE,,,0,,
4,RM-5.5,ACTIVE,06/27/12,,0,17470,06/06/12
4,RS-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/27/12,,0,17464,06/06/12
1,B1-1,ACTIVE,05/04/09,,0,,
4,RS-2,ACTIVE,,,0,,
2,C1-1,ACTIVE,06/27/12,,0,17458,06/06/12
4,RS-3,ACTIVE,11/14/03,,0,A5163,10/01/03
4,RT-4,ACTIVE,06/27/12,,0,17457,06/06/12
1,B1-1,ACTIVE,06/27/12,,0,17456,06/06/12
1,B1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,03/13/08,,0,,
4,RT-4,ACTIVE,06/27/12,,0,17455,06/06/12
3,M1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/27/12,,0,17451,06/06/12
4,RM-5,ACTIVE,06/27/12,,0,17430,06/06/12
4,RT-4,ACTIVE,06/27/12,,0,17459,06/06/12
5,PD 1152,ACTIVE,11/23/11,B,1152,16496,
1,B3-5,ACTIVE,05/01/12,,0,,
5,PD 34,ACTIVE,11/19/10,I,34,17088,11/03/10
1,B1-3,ACTIVE,05/01/12,,0,,
1,B1-3,ACTIVE,,,0,,
5,PD 1145,ACTIVE,11/10/09,R,1145,16453,07/29/09
3,M1-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,05/02/12,,0,,
1,B3-1,ACTIVE,09/14/12,,0,A7833,07/25/12
1,B2-2,ACTIVE,05/02/12,,0,,
1,B3-3,ACTIVE,05/02/12,,0,,
1,B3-1,ACTIVE,05/02/12,,0,,
4,RT-3.5,ACTIVE,05/02/12,,0,,
1,B1-1,ACTIVE,09/14/12,,0,,
2,C1-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/17/05,,0,,
2,C2-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,04/06/06,,0,,
1,B1-1,ACTIVE,09/14/12,,0,,
5,PD 1013,ACTIVE,11/30/06,MB,1013,,
3,M1-2,ACTIVE,11/23/11,,0,,
6,PMD 15,ACTIVE,05/09/08,,0,MA 93,09/27/07
5,PD 535,ACTIVE,11/23/11,RB,535,17264,10/05/11
5,PD 826,ACTIVE,09/14/12,R,826,A7835,07/25/12
